School,Player_Type,Position_Type,Position,Drafted,Team
Auburn,defense,defensive_back,CB,Yes,Tampa Bay Buccaneers
North Carolina,defense,defensive_back,CB,Yes,Tampa Bay Buccaneers
Wisconsin,defense,line_backer,ILB,Yes,Tampa Bay Buccaneers
Arizona,defense,defensive_back,S,Yes,Tennessee Titans
Washington St.,offense,backs_receivers,QB,Yes,Tennessee Titans
Virginia Tech,defense,defensive_back,CB,Yes,Washington Redskins
Virginia Tech,defense,defensive_lineman,DT,Yes,Washington Redskins
SMU,offense,backs_receivers,WR,Yes,Washington Redskins
LSU,offense,backs_receivers,RB,Yes,Washington Redskins
Alabama,defense,line_backer,ILB,Yes,Washington Redskins
Louisville,offense,offensive_lineman,OT,Yes,Washington Redskins
Penn St.,defense,defensive_back,S,Yes,Washington Redskins
UCLA,offense,backs_receivers,TE,Yes,Arizona Cardinals
Alabama,defense,defensive_back,S,Yes,Arizona Cardinals
Oklahoma,offense,backs_receivers,QB,Yes,Arizona Cardinals
Washington,defense,defensive_back,CB,Yes,Arizona Cardinals
Fresno St.,offense,backs_receivers,WR,Yes,Arizona Cardinals
Massachusetts,offense,backs_receivers,WR,Yes,Arizona Cardinals
Iowa St.,offense,backs_receivers,WR,Yes,Arizona Cardinals
Ohio St.,defense,defensive_back,CB,Yes,Atlanta Falcons
Washington,offense,offensive_lineman,OT,Yes,Atlanta Falcons
Washington,defense,defensive_back,CB,Yes,Atlanta Falcons
Pittsburgh,offense,backs_receivers,RB,Yes,Atlanta Falcons
Notre Dame,offense,backs_receivers,WR,Yes,Baltimore Ravens
Oklahoma,offense,backs_receivers,WR,Yes,Baltimore Ravens
USC,defense,defensive_back,CB,Yes,Baltimore Ravens
Oklahoma St.,offense,backs_receivers,RB,Yes,Baltimore Ravens
Penn St.,offense,backs_receivers,QB,Yes,Baltimore Ravens
Mississippi,offense,backs_receivers,TE,Yes,Buffalo Bills
Florida Atlantic,offense,backs_receivers,RB,Yes,Buffalo Bills
Oklahoma,offense,offensive_lineman,OT,Yes,Buffalo Bills
Boston Col.,offense,backs_receivers,TE,Yes,Buffalo Bills
West Virginia,offense,backs_receivers,QB,Yes,Carolina Panthers
Georgia,offense,backs_receivers,WR,Yes,Carolina Panthers
Mississippi,offense,offensive_lineman,OT,Yes,Carolina Panthers
South Carolina,offense,offensive_lineman,OT,Yes,Carolina Panthers
Florida,offense,backs_receivers,RB,Yes,Carolina Panthers
Georgia,offense,backs_receivers,WR,Yes,Chicago Bears
Iowa St.,offense,backs_receivers,RB,Yes,Chicago Bears
Ohio St.,offense,offensive_lineman,OT,Yes,Cincinnati Bengals
Washington,offense,backs_receivers,TE,Yes,Cincinnati Bengals
Oklahoma,offense,backs_receivers,RB,Yes,Cincinnati Bengals
Alabama,offense,offensive_lineman,OT,Yes,Cincinnati Bengals
North Carolina St.,offense,backs_receivers,QB,Yes,Cincinnati Bengals
Texas A&M,offense,backs_receivers,RB,Yes,Cincinnati Bengals
LSU,defense,defensive_back,CB,Yes,Cleveland Browns
Oklahoma,special_teams,kicking_specialist,K,Yes,Cleveland Browns
Miami (FL),defense,defensive_back,S,Yes,Cleveland Browns
Miami (FL),defense,defensive_back,CB,Yes,Dallas Cowboys
Ohio St.,offense,backs_receivers,RB,Yes,Dallas Cowboys
Memphis,offense,backs_receivers,RB,Yes,Dallas Cowboys
Texas A&M,defense,defensive_back,S,Yes,Dallas Cowboys
Missouri,offense,backs_receivers,QB,Yes,Denver Broncos
Kansas St.,offense,offensive_lineman,OT,Yes,Denver Broncos
Iowa,offense,backs_receivers,TE,Yes,Denver Broncos
Penn St.,defense,defensive_back,CB,Yes,Detroit Lions
Georgia,offense,backs_receivers,TE,Yes,Detroit Lions
Iowa,offense,backs_receivers,TE,Yes,Detroit Lions
Boston Col.,defense,defensive_back,S,Yes,Detroit Lions
Old Dominion,offense,backs_receivers,WR,Yes,Detroit Lions
Notre Dame,offense,backs_receivers,RB,Yes,Green Bay Packers
Texas A&M,offense,backs_receivers,TE,Yes,Green Bay Packers
Maryland,defense,defensive_back,S,Yes,Green Bay Packers
San Diego St.,offense,backs_receivers,TE,Yes,Houston Texans
Kentucky,defense,defensive_back,CB,Yes,Houston Texans
Utah,offense,offensive_lineman,OT,Yes,Indianapolis Colts
Ohio St.,offense,backs_receivers,WR,Yes,Indianapolis Colts
USC,defense,defensive_back,S,Yes,Indianapolis Colts
Temple,defense,defensive_back,CB,Yes,Indianapolis Colts
Michigan St.,defense,defensive_back,S,Yes,Indianapolis Colts
San Jose St.,offense,backs_receivers,TE,Yes,Jacksonville Jaguars
Florida,offense,offensive_lineman,OT,Yes,Jacksonville Jaguars
Washington St.,offense,backs_receivers,QB,Yes,Jacksonville Jaguars
Temple,offense,backs_receivers,RB,Yes,Jacksonville Jaguars
Georgia,offense,backs_receivers,WR,Yes,Kansas City Chiefs
South Carolina,defense,defensive_back,CB,Yes,Kansas City Chiefs
Virginia,defense,defensive_back,S,Yes,Kansas City Chiefs
Washington,defense,defensive_back,S,Yes,Los Angeles Rams
Memphis,offense,backs_receivers,RB,Yes,Los Angeles Rams
Oklahoma,offense,offensive_lineman,OT,Yes,Los Angeles Rams
Wisconsin,offense,offensive_lineman,OT,Yes,Los Angeles Rams
Ohio St.,offense,offensive_lineman,OT,Yes,Miami Dolphins
Washington,offense,backs_receivers,RB,Yes,Miami Dolphins
Boise St.,offense,backs_receivers,RB,Yes,Minnesota Vikings
Texas,defense,defensive_back,CB,Yes,Minnesota Vikings
Alabama,offense,backs_receivers,TE,Yes,Minnesota Vikings
Colorado St.,offense,backs_receivers,WR,Yes,Minnesota Vikings
Oklahoma,offense,offensive_lineman,OT,Yes,Minnesota Vikings
Oregon,offense,backs_receivers,WR,Yes,Minnesota Vikings
Auburn,offense,backs_receivers,QB,Yes,New England Patriots
Arizona State,offense,backs_receivers,WR,Yes,New England Patriots
Mississippi,defense,defensive_back,CB,Yes,New England Patriots
West Virginia,offense,offensive_lineman,OT,Yes,New England Patriots
Stanford,special_teams,kicking_specialist,P,Yes,New England Patriots
Alabama,offense,backs_receivers,RB,Yes,New England Patriots
Notre Dame,offense,backs_receivers,TE,Yes,New Orleans Saints
Rutgers,defense,defensive_back,S,Yes,New Orleans Saints
Auburn,offense,backs_receivers,WR,Yes,New York Giants
Notre Dame,defense,defensive_back,CB,Yes,New York Giants
Duke,offense,backs_receivers,QB,Yes,New York Giants
Georgia,defense,defensive_back,CB,Yes,New York Giants
Rutgers,defense,defensive_back,CB,Yes,New York Jets
West Virginia,offense,backs_receivers,TE,Yes,New York Jets
USC,offense,offensive_lineman,OT,Yes,New York Jets
Clemson,offense,backs_receivers,WR,Yes,Oakland Raiders
Clemson,defense,defensive_back,CB,Yes,Oakland Raiders
LSU,offense,backs_receivers,TE,Yes,Oakland Raiders
Mississippi St.,defense,defensive_back,S,Yes,Oakland Raiders
Alabama,offense,backs_receivers,RB,Yes,Oakland Raiders
Houston,defense,defensive_back,CB,Yes,Oakland Raiders
Northwestern,offense,backs_receivers,QB,Yes,Philadelphia Eagles
Penn St.,offense,backs_receivers,RB,Yes,Philadelphia Eagles
Washington St.,offense,offensive_lineman,OT,Yes,Philadelphia Eagles
Stanford,offense,backs_receivers,WR,Yes,Philadelphia Eagles
Michigan St.,defense,defensive_back,CB,Yes,Pittsburgh Steelers
Toledo,offense,backs_receivers,WR,Yes,Pittsburgh Steelers
Maryland,offense,offensive_lineman,OT,Yes,Pittsburgh Steelers
Michigan,offense,backs_receivers,TE,Yes,Pittsburgh Steelers
Utah,special_teams,kicking_specialist,P,Yes,San Francisco 49ers
Baylor,offense,backs_receivers,WR,Yes,San Francisco 49ers
South Carolina,offense,backs_receivers,WR,Yes,San Francisco 49ers
Stanford,offense,backs_receivers,TE,Yes,San Francisco 49ers
Mississippi,offense,backs_receivers,WR,Yes,Seattle Seahawks
Utah,defense,defensive_back,S,Yes,Seattle Seahawks
West Virginia,offense,backs_receivers,WR,Yes,Seattle Seahawks
Miami (FL),offense,backs_receivers,RB,Yes,Seattle Seahawks
Auburn,defense,defensive_back,CB,Yes,Tampa Bay Buccaneers
Central Michigan,defense,defensive_back,CB,Yes,Tampa Bay Buccaneers
Utah,special_teams,kicking_specialist,K,Yes,Tampa Bay Buccaneers
Kentucky,defense,defensive_back,S,Yes,Tampa Bay Buccaneers
Iowa,defense,defensive_back,S,Yes,Tennessee Titans
Mississippi,offense,backs_receivers,WR,Yes,Tennessee Titans
Alabama,offense,offensive_lineman,OT,Yes,Washington Redskins
Ohio St.,offense,backs_receivers,WR,Yes,Washington Redskins
Stanford,offense,backs_receivers,RB,Yes,Washington Redskins
Ohio St.,offense,backs_receivers,QB,Yes,Washington Redskins
North Carolina St.,offense,backs_receivers,WR,Yes,Washington Redskins
Georgia Tech,defense,defensive_back,CB,No,Undrafted
Alabama,offense,backs_receivers,QB,No,Undrafted
Maryland,offense,offensive_lineman,C,No,Undrafted
Buffalo,offense,backs_receivers,QB,No,Undrafted
Illinois,defense,defensive_lineman,DE,No,Undrafted
Arkansas,offense,offensive_lineman,OT,No,Undrafted
Northwestern,offense,backs_receivers,RB,No,Undrafted
Marshall,defense,defensive_back,FS,No,Undrafted
Colorado St.,offense,backs_receivers,TE,No,Undrafted
Purdue,offense,backs_receivers,RB,No,Undrafted
Penn St.,defense,defensive_back,CB,No,Undrafted
Alcorn St.,defense,line_backer,OLB,No,Undrafted
Nebraska,defense,defensive_lineman,DE,No,Undrafted
Stanford,defense,defensive_back,CB,No,Undrafted
Purdue,offense,backs_receivers,WR,No,Undrafted
Virginia,offense,backs_receivers,WR,No,Undrafted
Penn St.,offense,backs_receivers,WR,No,Undrafted
Utah St.,offense,backs_receivers,FB,No,Undrafted
East Carolina,defense,defensive_lineman,DT,No,Undrafted
Southern Miss,offense,offensive_lineman,OT,No,Undrafted
Nevada,defense,line_backer,ILB,No,Undrafted
Kentucky,special_teams,kicking_specialist,P,No,Undrafted
Virginia Tech,defense,defensive_lineman,DE,No,Undrafted
Weber St.,offense,backs_receivers,FB,No,Undrafted
Iowa,defense,defensive_lineman,DT,No,Undrafted
Oregon,offense,backs_receivers,RB,No,Undrafted
Boise St.,offense,backs_receivers,RB,No,Undrafted
Jackson St.,defense,defensive_back,CB,No,Undrafted
Miami (FL),defense,defensive_back,CB,No,Undrafted
Michigan,defense,defensive_lineman,DE,No,Undrafted
West Virginia,defense,line_backer,ILB,No,Undrafted
Michigan St.,offense,backs_receivers,QB,No,Undrafted
Oklahoma,defense,defensive_back,FS,No,Undrafted
Wisconsin,offense,backs_receivers,RB,No,Undrafted
Texas Tech,offense,backs_receivers,QB,No,Undrafted
Louisville,defense,defensive_lineman,DT,No,Undrafted
Florida St.,special_teams,kicking_specialist,K,No,Undrafted
Tennessee,offense,offensive_lineman,OT,No,Undrafted
Tennessee,offense,backs_receivers,RB,No,Undrafted
BYU,offense,offensive_lineman,OG,No,Undrafted
Penn St.,defense,defensive_lineman,DE,No,Undrafted
Georgia,defense,line_backer,ILB,No,Undrafted
Stanford,defense,defensive_lineman,DE,No,Undrafted
Pittsburgh,offense,offensive_lineman,OG,No,Undrafted
Missouri,offense,backs_receivers,QB,No,Undrafted
Texas,offense,backs_receivers,WR,No,Undrafted
Oklahoma,offense,offensive_lineman,C,No,Undrafted
South Carolina,defense,defensive_back,SS,No,Undrafted
Tennessee,special_teams,kicking_specialist,P,No,Undrafted
Wisconsin,defense,line_backer,OLB,No,Undrafted
Arizona St.,offense,backs_receivers,QB,No,Undrafted
Louisville,offense,backs_receivers,QB,No,Undrafted
Iowa,offense,offensive_lineman,C,No,Undrafted
Central Washington,offense,backs_receivers,TE,No,Undrafted
Central Arkansas,offense,backs_receivers,FB,No,Undrafted
Ohio St.,offense,offensive_lineman,OT,No,Undrafted
Texas A&M,defense,defensive_lineman,DE,No,Undrafted
UCLA,offense,backs_receivers,RB,No,Undrafted
LSU,defense,line_backer,ILB,No,Undrafted
Missouri Western St.,offense,offensive_lineman,OG,No,Undrafted
Arizona St.,defense,line_backer,ILB,No,Undrafted
California,defense,line_backer,ILB,No,Undrafted
Oregon,offense,backs_receivers,WR,No,Undrafted
Michigan St.,defense,defensive_back,SS,No,Undrafted
Florida,offense,offensive_lineman,OT,No,Undrafted
Notre Dame,offense,offensive_lineman,OG,No,Undrafted
Nebraska,offense,backs_receivers,WR,No,Undrafted
Wake Forest,special_teams,kicking_specialist,K,No,Undrafted
Georgia,offense,backs_receivers,FB,No,Undrafted
Utah,special_teams,kicking_specialist,K,No,Undrafted
San Jose St.,offense,backs_receivers,WR,No,Undrafted
Central Washington,offense,backs_receivers,QB,No,Undrafted
Mississippi St.,defense,defensive_back,FS,No,Undrafted
Boston Col.,defense,line_backer,OLB,No,Undrafted
Kansas St.,defense,defensive_lineman,DT,No,Undrafted
Furman,offense,offensive_lineman,OT,No,Undrafted
Tennessee,defense,defensive_lineman,DT,No,Undrafted
Hartwick,offense,backs_receivers,QB,No,Undrafted
Texas A&M,special_teams,kicking_specialist,P,No,Undrafted
BYU,offense,offensive_lineman,OG,No,Undrafted
Central Arkansas,offense,backs_receivers,QB,No,Undrafted
Penn St.,offense,offensive_lineman,OT,No,Undrafted
Kansas St.,defense,defensive_lineman,DE,No,Undrafted
Boise St.,offense,backs_receivers,WR,No,Undrafted
Mississippi,offense,backs_receivers,FB,No,Undrafted
California,defense,defensive_lineman,DE,No,Undrafted
LSU,defense,defensive_lineman,DT,No,Undrafted
California,defense,line_backer,ILB,No,Undrafted
Texas-El Paso,offense,offensive_lineman,C,No,Undrafted
Stanford,offense,offensive_lineman,C,No,Undrafted
Oklahoma St.,special_teams,kicking_specialist,P,No,Undrafted
Washington,offense,offensive_lineman,OG,No,Undrafted
Baylor,offense,offensive_lineman,OG,No,Undrafted
Michigan,special_teams,other_special,LS,No,Undrafted
Clemson,offense,backs_receivers,QB,No,Undrafted
Michigan St.,defense,defensive_lineman,DT,No,Undrafted
LSU,offense,offensive_lineman,C,No,Undrafted
Colorado,defense,defensive_lineman,DT,No,Undrafted
New Mexico St.,offense,backs_receivers,QB,No,Undrafted
West Virginia,offense,offensive_lineman,OG,No,Undrafted
South Florida,offense,backs_receivers,WR,No,Undrafted
Clemson,offense,backs_receivers,WR,No,Undrafted
Wisconsin,offense,offensive_lineman,OG,No,Undrafted
Stanford,offense,backs_receivers,RB,No,Undrafted
Tennessee St.,offense,offensive_lineman,OT,No,Undrafted
McNeese St.,offense,offensive_lineman,OT,No,Undrafted
Nebraska,offense,backs_receivers,RB,No,Undrafted
Tulsa,offense,backs_receivers,WR,No,Undrafted
Texas-El Paso,special_teams,kicking_specialist,K,No,Undrafted
Kentucky,defense,defensive_back,FS,No,Undrafted
Indiana,offense,backs_receivers,WR,No,Undrafted
Michigan St.,offense,offensive_lineman,OG,No,Undrafted
West Liberty,offense,backs_receivers,RB,No,Undrafted
Texas,defense,defensive_back,CB,No,Undrafted
Tennessee,offense,offensive_lineman,OG,No,Undrafted
Kent St.,offense,offensive_lineman,OT,No,Undrafted
Marshall,offense,backs_receivers,WR,No,Undrafted
South Florida,defense,line_backer,ILB,No,Undrafted
Toledo,offense,backs_receivers,WR,No,Undrafted
LSU,offense,backs_receivers,RB,No,Undrafted
Michigan St.,offense,backs_receivers,WR,No,Undrafted
Fresno St.,offense,backs_receivers,WR,No,Undrafted
Michigan,defense,defensive_back,FS,No,Undrafted
California,offense,backs_receivers,WR,No,Undrafted
Oklahoma St.,offense,backs_receivers,RB,No,Undrafted
BYU,offense,backs_receivers,FB,No,Undrafted
California,offense,offensive_lineman,OG,No,Undrafted
South Carolina,defense,defensive_back,SS,No,Undrafted
Arkansas,defense,defensive_lineman,DT,No,Undrafted
East Carolina,defense,defensive_lineman,DT,No,Undrafted
Indiana,defense,defensive_back,FS,No,Undrafted
Ohio St.,special_teams,kicking_specialist,K,No,Undrafted
Purdue,defense,defensive_back,CB,No,Undrafted
Colorado St.,offense,offensive_lineman,OT,No,Undrafted
USC,offense,offensive_lineman,OG,No,Undrafted
Florida St.,offense,backs_receivers,WR,No,Undrafted
Fresno St.,offense,backs_receivers,RB,No,Undrafted
SMU,offense,backs_receivers,RB,No,Undrafted
Marshall,defense,line_backer,ILB,No,Undrafted
Notre Dame,defense,defensive_back,SS,No,Undrafted
Kansas St.,offense,backs_receivers,TE,No,Undrafted
Fresno St.,special_teams,kicking_specialist,P,No,Undrafted
Duke,offense,backs_receivers,QB,No,Undrafted
Troy,defense,defensive_lineman,DE,No,Undrafted
Oregon St.,defense,line_backer,OLB,No,Undrafted
Stanford,offense,offensive_lineman,OT,No,Undrafted
San Jose St.,offense,backs_receivers,WR,No,Undrafted
Youngstown St.,offense,backs_receivers,WR,No,Undrafted
North Carolina,offense,offensive_lineman,OT,No,Undrafted
USC,offense,backs_receivers,RB,No,Undrafted
Kentucky,defense,line_backer,ILB,No,Undrafted
Fresno St.,defense,defensive_back,CB,No,Undrafted
Miami (FL),offense,backs_receivers,RB,No,Undrafted
Florida,offense,backs_receivers,RB,No,Undrafted
Virginia,offense,backs_receivers,FB,No,Undrafted
Oklahoma,defense,defensive_back,CB,No,Undrafted
San Jose St.,defense,line_backer,OLB,No,Undrafted
LSU,defense,defensive_back,CB,No,Undrafted
BYU,offense,backs_receivers,QB,No,Undrafted
TCU,special_teams,other_special,LS,No,Undrafted
Mississippi,defense,defensive_back,CB,No,Undrafted
Temple,defense,line_backer,OLB,No,Undrafted
San Jose St.,defense,line_backer,OLB,No,Undrafted
Auburn,defense,line_backer,OLB,No,Undrafted
Toledo,defense,defensive_back,SS,No,Undrafted
Texas Tech,offense,offensive_lineman,OG,No,Undrafted
USC,offense,offensive_lineman,C,No,Undrafted
West Virginia,offense,backs_receivers,QB,No,Undrafted
Texas-El Paso,defense,defensive_back,CB,No,Undrafted
UCLA,defense,line_backer,OLB,No,Undrafted
Oregon,offense,backs_receivers,RB,No,Undrafted
Wayne State (MI),offense,backs_receivers,RB,No,Undrafted
Kansas St.,offense,backs_receivers,WR,No,Undrafted
Nevada,defense,defensive_back,FS,No,Undrafted
Missouri,offense,backs_receivers,WR,No,Undrafted
Fresno St.,offense,backs_receivers,WR,No,Undrafted
Alabama,defense,defensive_back,SS,No,Undrafted
UNLV,offense,backs_receivers,WR,No,Undrafted
Connecticut,defense,defensive_lineman,DE,No,Undrafted
Tulane,offense,backs_receivers,WR,No,Undrafted
Appalachian St.,offense,offensive_lineman,OT,No,Undrafted
Alabama,defense,defensive_lineman,DT,No,Undrafted
Virginia Tech,defense,defensive_back,CB,No,Undrafted
Texas,offense,offensive_lineman,OG,No,Undrafted
Alabama,special_teams,kicking_specialist,K,No,Undrafted
Michigan St.,special_teams,kicking_specialist,K,No,Undrafted
Mississippi,offense,backs_receivers,QB,No,Undrafted
Wake Forest,offense,backs_receivers,QB,No,Undrafted
Arizona,defense,defensive_back,CB,No,Undrafted
LSU,defense,defensive_lineman,DE,No,Undrafted
LSU,defense,defensive_lineman,DT,No,Undrafted
Oklahoma St.,defense,defensive_back,SS,No,Undrafted
West Virginia,offense,backs_receivers,WR,No,Undrafted
Nevada,defense,defensive_lineman,DE,No,Undrafted
UNLV,defense,line_backer,ILB,No,Undrafted
Norfolk St.,offense,backs_receivers,WR,No,Undrafted
LSU,offense,offensive_lineman,OG,No,Undrafted
California,offense,backs_receivers,WR,No,Undrafted
James Madison,offense,offensive_lineman,OG,No,Undrafted
Oklahoma,offense,backs_receivers,RB,No,Undrafted
Minnesota,defense,line_backer,ILB,No,Undrafted
California-Davis,offense,backs_receivers,WR,No,Undrafted
Clemson,defense,defensive_back,CB,No,Undrafted
Penn St.,offense,backs_receivers,QB,No,Undrafted
LSU,defense,defensive_back,SS,No,Undrafted
Connecticut,offense,backs_receivers,RB,No,Undrafted
Colorado,offense,backs_receivers,FB,No,Undrafted
Missouri,offense,offensive_lineman,OG,No,Undrafted
West. Michigan,offense,backs_receivers,QB,No,Undrafted
Mississippi,offense,backs_receivers,WR,No,Undrafted
Minnesota,defense,line_backer,OLB,No,Undrafted
Troy,defense,line_backer,ILB,No,Undrafted
Louisville,offense,backs_receivers,WR,No,Undrafted
Marshall,offense,backs_receivers,RB,No,Undrafted
Kentucky,defense,line_backer,OLB,No,Undrafted
Arizona St.,offense,backs_receivers,WR,No,Undrafted
Boston Col.,defense,line_backer,ILB,No,Undrafted
Indiana,defense,defensive_lineman,DE,No,Undrafted
Michigan,offense,backs_receivers,RB,No,Undrafted
North Carolina,defense,defensive_lineman,DT,No,Undrafted
Duke,defense,defensive_lineman,DT,No,Undrafted
North Dakota St.,offense,backs_receivers,RB,No,Undrafted
Alabama,offense,backs_receivers,TE,No,Undrafted
Missouri,offense,backs_receivers,WR,No,Undrafted
USC,defense,defensive_back,FS,No,Undrafted
Southern Illinois,special_teams,kicking_specialist,P,No,Undrafted
Iowa,offense,offensive_lineman,OG,No,Undrafted
Tennessee,defense,defensive_back,FS,No,Undrafted
Boise St.,defense,defensive_lineman,DE,No,Undrafted
Washington St.,offense,offensive_lineman,C,No,Undrafted
